category,headline,links,short_description,keywords,category_encoded,input_text
POLITICS,"['nauseate', 'hypocrisy', 'surround', 'kathy', 'griffin', 'criticism']",https://www.huffingtonpost.com/entry/the-nauseating-hypocrisy-surrounding-the-cannibalization_us_59322b9be4b00573ab57a38d,"['cross', 'taste', 'line', 'that', 'be']","['the', 'nauseating', 'hypocrisy', 'surrounding', 'the', 'cannibalization']",4,"['nauseate', 'hypocrisy', 'surround', 'kathy', 'griffin', 'criticism', 'cross', 'taste', 'line', 'that', 'be', 'the', 'nauseating', 'hypocrisy', 'surrounding', 'the', 'cannibalization']"
TRAVEL,"['service', 'travel', 'call', 'delight', 'one', 'another']",https://www.huffingtonpost.com/entry/service-and-travel-the-call-to-delight_us_5b9cf8e2e4b03a1dcc836725,"['think', 'time', 'admit', 'nearly', 'professional', 'volunteer', 'always', 'long', 'time', 'manage', 'impulse', 'toward', 'service', 'way', 'allow', 'keep', 'normal', 'life', 'pragmatically', 'roll', 'along', 'steady', 'even', 'occasionally', 'service', 'orient']","['service', 'and', 'travel', 'the', 'call', 'to', 'delight']",7,"['service', 'travel', 'call', 'delight', 'one', 'another', 'think', 'time', 'admit', 'nearly', 'professional', 'volunteer', 'always', 'long', 'time', 'manage', 'impulse', 'toward', 'service', 'way', 'allow', 'keep', 'normal', 'life', 'pragmatically', 'roll', 'along', 'steady', 'even', 'occasionally', 'service', 'orient', 'service', 'and', 'travel', 'the', 'call', 'to', 'delight']"
FOOD & DRINK,"['nora', 'nephron', 'favourite', 'recipe', 'tribute', 'food', 'lover']",https://www.huffingtonpost.com/entry/nora-ephrons-favorite-recipes_us_5b9beaa0e4b03a1dcc7b1b8d,"['nothing', 'like', 'mashed', 'potato', 'feel', 'blue', 'nothing', 'like', 'get', 'bed', 'bowl', 'hot', 'mashed', 'potato', 'already']","['nora', 'ephrons', 'favorite', 'recipes']",2,"['nora', 'nephron', 'favourite', 'recipe', 'tribute', 'food', 'lover', 'nothing', 'like', 'mashed', 'potato', 'feel', 'blue', 'nothing', 'like', 'get', 'bed', 'bowl', 'hot', 'mashed', 'potato', 'already', 'nora', 'ephrons', 'favorite', 'recipes']"
SPORTS,"['robin', 'van', 'perish', 'goal', 'manchester', 'united', 'striker', 'score', 'go', 'azo', 'swansea', 'video', 'photo']",https://www.huffingtonpost.com/entry/robin-van-persie-goal-united-swansea_us_5bb701c2e4b097869fd3ce06,"['van', 'persia', 'would', 'add', 'second', 'goal', 'second', 'half', 'manchester', 'united', 'go', 'win', 'several', 'angle']","['robin', 'van', 'persie', 'goal', 'united', 'swansea']",5,"['robin', 'van', 'perish', 'goal', 'manchester', 'united', 'striker', 'score', 'go', 'azo', 'swansea', 'video', 'photo', 'van', 'persia', 'would', 'add', 'second', 'goal', 'second', 'half', 'manchester', 'united', 'go', 'win', 'several', 'angle', 'robin', 'van', 'persie', 'goal', 'united', 'swansea']"
POLITICS,"['obama', 'big', 'overtime', 'reform', 'get', 'block', 'court']",https://www.huffingtonpost.com/entry/obama-overtime-rule-injunction_us_5834db63e4b01ba68ac387ba,"['injunction', 'delay', 'one', 'president', 'major', 'reform', 'crucial', 'time']","['obama', 'overtime', 'rule', 'injunction']",4,"['obama', 'big', 'overtime', 'reform', 'get', 'block', 'court', 'injunction', 'delay', 'one', 'president', 'major', 'reform', 'crucial', 'time', 'obama', 'overtime', 'rule', 'injunction']"
STYLE & BEAUTY,"['one', 'one', 'school', 'style', 'co', 'founder', 'lauren', 'messiah']",https://www.huffingtonpost.com/entry/one-on-one-with-school-of_us_5b9d8e64e4b03a1dcc897282,"['individual', 'get', 'put', 'look', 'together', 'unsure', 'turn', 'career', 'school', 'style', 'training', 'ground']","['one', 'on', 'one', 'with', 'school', 'of']",6,"['one', 'one', 'school', 'style', 'co', 'founder', 'lauren', 'messiah', 'individual', 'get', 'put', 'look', 'together', 'unsure', 'turn', 'career', 'school', 'style', 'training', 'ground', 'one', 'on', 'one', 'with', 'school', 'of']"
POLITICS,"['heroin', 'epidemic', 'star', 'conservative', 'new', 'hampshire', 'governor']",https://www.huffingtonpost.com/entry/heroin-epidemic-new-hampshire_us_55ef4c40e4b03784e276f4e9,"['union', 'president', 'say', 'he', 's', 'literally', 'disgusted', 'spot']","['heroin', 'epidemic', 'new', 'hampshire']",4,"['heroin', 'epidemic', 'star', 'conservative', 'new', 'hampshire', 'governor', 'union', 'president', 'say', 'he', 's', 'literally', 'disgusted', 'spot', 'heroin', 'epidemic', 'new', 'hampshire']"
PARENTING,"['kid', 'go', 'wild', 'we', 'play', 'center', 'say', 'dad', 'free', 'zone', 'everyone', 'wait']",https://www.huffingtonpost.com/entry/kids-go-wild-dad-ban_us_5b9c1d78e4b03a1dcc7c692d,"['full', 'story', 'click', 'birmingham', 'mail', 'one', 'mon', 'identify', 'gemma', 'find', 'boy', 'age', 'policy']","['kids', 'go', 'wild', 'dad', 'ban']",3,"['kid', 'go', 'wild', 'we', 'play', 'center', 'say', 'dad', 'free', 'zone', 'everyone', 'wait', 'full', 'story', 'click', 'birmingham', 'mail', 'one', 'mon', 'identify', 'gemma', 'find', 'boy', 'age', 'policy', 'kids', 'go', 'wild', 'dad', 'ban']"
SPORTS,"['pittsburgh', 'pirate', 'player', 'give', 'two', 'delightful', 'young', 'fan', 'batting', 'glove']",https://www.huffingtonpost.com/entry/andrew-mccutchen-gloves_n_7479950.html,['well'],"['andrew', 'mccutchen', 'gloves']",5,"['pittsburgh', 'pirate', 'player', 'give', 'two', 'delightful', 'young', 'fan', 'batting', 'glove', 'well', 'andrew', 'mccutchen', 'gloves']"
POLITICS,"['john', 'basic', 'admit', 'protester', 'affect', 'obama', 'debate']",https://www.huffingtonpost.com/entry/kasich-obamacare-protesters_us_58b2dcb8e4b060480e08b507,"['want', 'republicans', 'work', 'democrats', 'idea']","['kasich', 'obamacare', 'protesters']",4,"['john', 'basic', 'admit', 'protester', 'affect', 'obama', 'debate', 'want', 'republicans', 'work', 'democrats', 'idea', 'kasich', 'obamacare', 'protesters']"
POLITICS,"['amazon', 'suitor', 'burn']",https://www.huffingtonpost.com/entry/some-of-amazons-suitors-have-been-burned-before_us_59e9fd13e4b0542ce4290ce2,"['state', 'line', 'home', 'page', 'sign', 'exclusive', 'state', 'policy', 'reporting', 'research', 'summary', 'total', 'incentive', 'accord']","['some', 'of', 'amazons', 'suitors', 'have', 'been', 'burned', 'before']",4,"['amazon', 'suitor', 'burn', 'state', 'line', 'home', 'page', 'sign', 'exclusive', 'state', 'policy', 'reporting', 'research', 'summary', 'total', 'incentive', 'accord', 'some', 'of', 'amazons', 'suitors', 'have', 'been', 'burned', 'before']"
POLITICS,"['tiller', 'fire', 'sideline', 'global', 'human', 'right', 'report']",https://www.huffingtonpost.com/entry/tillerson-under-fire-for-sidelining-global-human-rights-report_us_58ba0253e4b05cf0f400c18d,"['human', 'right', 'group', 'criticize', 'way', 'report', 'roll']","['tillerson', 'under', 'fire', 'for', 'sidelining', 'global', 'human', 'rights', 'report']",4,"['tiller', 'fire', 'sideline', 'global', 'human', 'right', 'report', 'human', 'right', 'group', 'criticize', 'way', 'report', 'roll', 'tillerson', 'under', 'fire', 'for', 'sidelining', 'global', 'human', 'rights', 'report']"
PARENTING,"['barely', 'legal', 'toddler', 'shirt', 'court', 'controversy', 'make', 'customer', 'cringe', 'photo']",https://www.huffingtonpost.com/entry/barely-legal-toddler-t-shirt-controversy_us_5b9d288be4b03a1dcc84fd8f,"['comment', 'thread', 'seem', 'generally', 'share', 'pocahontas', 'spaceman', 'outrage', 'user', 'even', 'point']","['barely', 'legal', 'toddler', 't', 'shirt', 'controversy']",3,"['barely', 'legal', 'toddler', 'shirt', 'court', 'controversy', 'make', 'customer', 'cringe', 'photo', 'comment', 'thread', 'seem', 'generally', 'share', 'pocahontas', 'spaceman', 'outrage', 'user', 'even', 'point', 'barely', 'legal', 'toddler', 't', 'shirt', 'controversy']"
BUSINESS,"['us', 'unemployment', 'rate', 'continue', 'fall', 'discourage', 'worker', 'disappear']",https://www.huffingtonpost.com/entry/april-unemployment-report_us_5bb2c0fde4b0480ca65b5a5b,"['real', 'meaning', 'april', 'job', 'number', 'participation', 'age', 'eligible', 'americans', 'labour', 'force', 'work', 'unemployed', 'year', 'low', 'synonymous', 'economic', 'recovery']","['april', 'unemployment', 'report']",0,"['us', 'unemployment', 'rate', 'continue', 'fall', 'discourage', 'worker', 'disappear', 'real', 'meaning', 'april', 'job', 'number', 'participation', 'age', 'eligible', 'americans', 'labour', 'force', 'work', 'unemployed', 'year', 'low', 'synonymous', 'economic', 'recovery', 'april', 'unemployment', 'report']"
STYLE & BEAUTY,"['poppa', 'middleton', 'go', 'skiing', 'charity', 'brother', 'james', 'photo']",https://www.huffingtonpost.com/entry/pippa-middleton-skiing_us_5b9b6809e4b03a1dcc774966,"['raise', 'plenty', 'cash', 'daily', 'beast', 'note', 'get', 'help', 'friend', 'high', 'place', 'donor', 'include']","['pippa', 'middleton', 'skiing']",6,"['poppa', 'middleton', 'go', 'skiing', 'charity', 'brother', 'james', 'photo', 'raise', 'plenty', 'cash', 'daily', 'beast', 'note', 'get', 'help', 'friend', 'high', 'place', 'donor', 'include', 'pippa', 'middleton', 'skiing']"
BUSINESS,"['great', 'workplace', 'culture', 'outperform', 'pack', 'rent', 'company', 'switch']",https://www.huffingtonpost.com/entry/if-great-workplace-cultures-outperform-the-pack-why-arent-more-companies-switching_b_7515722.html,"['secret', 'employee', 'take', 'whole', 'self', 'work', 'performance', 'exceed', 'far', 'beyond', 'company', 'rely', 'tell', 'sell', 'work', 'yell', 'approach']","['if', 'great', 'workplace', 'cultures', 'outperform', 'the', 'pack', 'why', 'are', 'nt', 'more', 'companies', 'switching']",0,"['great', 'workplace', 'culture', 'outperform', 'pack', 'rent', 'company', 'switch', 'secret', 'employee', 'take', 'whole', 'self', 'work', 'performance', 'exceed', 'far', 'beyond', 'company', 'rely', 'tell', 'sell', 'work', 'yell', 'approach', 'if', 'great', 'workplace', 'cultures', 'outperform', 'the', 'pack', 'why', 'are', 'nt', 'more', 'companies', 'switching']"
STYLE & BEAUTY,"['pound', 'wedding', 'dress', 'bedazzle', 'jewel', 'gypsy', 'designer', 'see']",https://www.huffingtonpost.com/entry/american-gypsy-wedding-designer-sondra-celli_us_5b9df82fe4b03a1dcc8fb2fd,"['cell', 'live', 'motto', 'do', 'mean', 'thing', 'int', 'get', 'ble', 'make', 'wedding', 'dress']","['american', 'gypsy', 'wedding', 'designer', 'sondra', 'celli']",6,"['pound', 'wedding', 'dress', 'bedazzle', 'jewel', 'gypsy', 'designer', 'see', 'cell', 'live', 'motto', 'do', 'mean', 'thing', 'int', 'get', 'ble', 'make', 'wedding', 'dress', 'american', 'gypsy', 'wedding', 'designer', 'sondra', 'celli']"
STYLE & BEAUTY,"['mother', 'day', 'gift', 'idea', 'well', 'flower', 'photo']",https://www.huffingtonpost.com/entry/mothers-day-gifts_us_5b9ba145e4b03a1dcc79250c,"['mother', 'day', 'around', 'corner', 'may', 'get', 'ahead', 'game', 'give', 'mon', 'something', 'besides']","['mothers', 'day', 'gifts']",6,"['mother', 'day', 'gift', 'idea', 'well', 'flower', 'photo', 'mother', 'day', 'around', 'corner', 'may', 'get', 'ahead', 'game', 'give', 'mon', 'something', 'besides', 'mothers', 'day', 'gifts']"
SPORTS,"['ronda', 'rouse', 'eerily', 'predict', 'would', 'lose']",https://www.huffingtonpost.com/entry/ronda-rousey-predicted-lose_us_56488171e4b045bf3def7cd5,"['int', 'kick', 'head']","['ronda', 'rousey', 'predicted', 'lose']",5,"['ronda', 'rouse', 'eerily', 'predict', 'would', 'lose', 'int', 'kick', 'head', 'ronda', 'rousey', 'predicted', 'lose']"
STYLE & BEAUTY,"['angela', 'markets', 'wide', 'legged', 'pant', 'give', 'we', 'pause', 'photo']",https://www.huffingtonpost.com/entry/angela-merkel-wide-legged-pants_us_5b9d468de4b03a1dcc863361,"['hey', 'stickler', 'well', 'tailor', 'hem', 'ever', 'pant', 'drag', 'like', 'photo']","['angela', 'merkel', 'wide', 'legged', 'pants']",6,"['angela', 'markets', 'wide', 'legged', 'pant', 'give', 'we', 'pause', 'photo', 'hey', 'stickler', 'well', 'tailor', 'hem', 'ever', 'pant', 'drag', 'like', 'photo', 'angela', 'merkel', 'wide', 'legged', 'pants']"
STYLE & BEAUTY,"['bad', 'lighting', 'realization']",https://www.huffingtonpost.com/entry/bad-lighting-realizations_us_5b9daaf9e4b03a1dcc8b1fe8,"['look', 'mirror', 'one', 'evening', 'think', 'wow', 'do', 'look', 'fresh', 'holiday', 'season', 'ahead', 'decide', 'tweak', 'respective', 'skin', 'care', 'routine', 'find', 'good', 'face']","['bad', 'lighting', 'realizations']",6,"['bad', 'lighting', 'realization', 'look', 'mirror', 'one', 'evening', 'think', 'wow', 'do', 'look', 'fresh', 'holiday', 'season', 'ahead', 'decide', 'tweak', 'respective', 'skin', 'care', 'routine', 'find', 'good', 'face', 'bad', 'lighting', 'realizations']"
ENTERTAINMENT,"['good', 'sport', 'movie', 'time']",https://www.huffingtonpost.comhttp://pubx.ch/1DHJhZl,"['rudy', 'rocky', 'count', 'great', 'film', 'play', 'game', 'get', 'ring']","['tillerson', 'under', 'fire', 'for', 'sidelining', 'global', 'human', 'rights', 'report', 'barely', 'legal', 'toddler', 't', 'shirt', 'controversy', 'april', 'unemployment', 'report', 'pippa', 'middleton', 'skiing', 'if', 'great', 'workplace', 'cultures', 'outperform', 'the', 'pack', 'why', 'are', 'nt', 'more', 'companies', 'switching', 'american', 'gypsy', 'wedding', 'designer', 'sondra', 'celli', 'mothers', 'day', 'gifts', 'ronda', 'rousey', 'predicted', 'lose', 'angela', 'merkel', 'wide', 'legged', 'pants', 'bad', 'lighting', 'realizations', 'beach', 'lobster', 'etsy', 'living', 'building', 'challenge', '7', 'ideas', 'to', 'help', 'you', 'keep', 'jerash', 'romes', 'outpost', 'in', 't', '10', 'quotes', 'every', 'entrepren', 'natural', 'deodorant', 'saoirse', 'ronan', 'oscar', 'buzz', 'brooklyn', 'afghanistan', 'bombings', 'journalists', 'killed', 'caitlyn', 'jenner', 'shoe', 'collection', 'following', 'in', 'the', 'footstep']",1,"['good', 'sport', 'movie', 'time', 'rudy', 'rocky', 'count', 'great', 'film', 'play', 'game', 'get', 'ring', 'tillerson', 'under', 'fire', 'for', 'sidelining', 'global', 'human', 'rights', 'report', 'barely', 'legal', 'toddler', 't', 'shirt', 'controversy', 'april', 'unemployment', 'report', 'pippa', 'middleton', 'skiing', 'if', 'great', 'workplace', 'cultures', 'outperform', 'the', 'pack', 'why', 'are', 'nt', 'more', 'companies', 'switching', 'american', 'gypsy', 'wedding', 'designer', 'sondra', 'celli', 'mothers', 'day', 'gifts', 'ronda', 'rousey', 'predicted', 'lose', 'angela', 'merkel', 'wide', 'legged', 'pants', 'bad', 'lighting', 'realizations', 'beach', 'lobster', 'etsy', 'living', 'building', 'challenge', '7', 'ideas', 'to', 'help', 'you', 'keep', 'jerash', 'romes', 'outpost', 'in', 't', '10', 'quotes', 'every', 'entrepren', 'natural', 'deodorant', 'saoirse', 'ronan', 'oscar', 'buzz', 'brooklyn', 'afghanistan', 'bombings', 'journalists', 'killed', 'caitlyn', 'jenner', 'shoe', 'collection', 'following', 'in', 'the', 'footstep']"
FOOD & DRINK,"['americas', 'classic', 'update', 'waterman', 'beach', 'lobster']",https://www.huffingtonpost.com/entry/beach-lobster_us_5b9cd8ede4b03a1dcc82644c,"['order', 'whole', 'lobster', 'weigh', 'one', 'four', 'pound', 'depend', 'morris', 'husband', 'catch', 'day', 'go', 'lobster', 'roll', 'crab', 'roll', 'heap', 'clams', 'even', 'hot', 'dog']","['beach', 'lobster']",2,"['americas', 'classic', 'update', 'waterman', 'beach', 'lobster', 'order', 'whole', 'lobster', 'weigh', 'one', 'four', 'pound', 'depend', 'morris', 'husband', 'catch', 'day', 'go', 'lobster', 'roll', 'crab', 'roll', 'heap', 'clams', 'even', 'hot', 'dog', 'beach', 'lobster']"
BUSINESS,"['easy', 'help', 'redefine', 'green', 'building', 'look', 'like']",https://www.huffingtonpost.com/entry/etsy-living-building-challenge_us_57471d00e4b0dacf7ad42751,"['easy', 'actual', 'office', 'look', 'like', 'glorious']","['etsy', 'living', 'building', 'challenge']",0,"['easy', 'help', 'redefine', 'green', 'building', 'look', 'like', 'easy', 'actual', 'office', 'look', 'like', 'glorious', 'etsy', 'living', 'building', 'challenge']"
BUSINESS,"['idea', 'help', 'keep', 'new', 'year', 'resolution']",https://www.huffingtonpost.com/entry/7-ideas-to-help-you-keep_us_5bb30540e4b0480ca6619907,"['luck', 'random', 'get', 'hard', 'work', 'surely', 'help', 'increase', 'odd', 'get', 'lucky', 'know']","['7', 'ideas', 'to', 'help', 'you', 'keep']",0,"['idea', 'help', 'keep', 'new', 'year', 'resolution', 'luck', 'random', 'get', 'hard', 'work', 'surely', 'help', 'increase', 'odd', 'get', 'lucky', 'know', '7', 'ideas', 'to', 'help', 'you', 'keep']"
TRAVEL,"['jer', 'ash', 'romes', 'outpost', 'gilead']",https://www.huffingtonpost.com/entry/jerash-romes-outpost-in-t_us_5b9c3a9ce4b03a1dcc7d40c6,"['optional', 'part', 'tour', 'one', 'well', 'worth', 'see', 'feast', 'sight', 'sound', 'hippodrome', 'roman', 'legionnaire', 'full', 'combat', 'gear', 'show', 'battle', 'tactic']","['jerash', 'romes', 'outpost', 'in', 't']",7,"['jer', 'ash', 'romes', 'outpost', 'gilead', 'optional', 'part', 'tour', 'one', 'well', 'worth', 'see', 'feast', 'sight', 'sound', 'hippodrome', 'roman', 'legionnaire', 'full', 'combat', 'gear', 'show', 'battle', 'tactic', 'jerash', 'romes', 'outpost', 'in', 't']"
BUSINESS,"['quote', 'every', 'entrepreneur', 'need', 'get', 'succeed']",https://www.huffingtonpost.com/entry/10-quotes-every-entrepren_b_5812894.html,"['year', 'old', 'co', 'quick', 'disregard', 'billion', 'dollar', 'offer', 'tucker', 'berg', 'brash', 'action', 'make', 'sense', 'peter', 'argue', 'entrepreneur', 'like', 'tucker', 'berg', 'make', 'perfect', 'sense']","['10', 'quotes', 'every', 'entrepren']",0,"['quote', 'every', 'entrepreneur', 'need', 'get', 'succeed', 'year', 'old', 'co', 'quick', 'disregard', 'billion', 'dollar', 'offer', 'tucker', 'berg', 'brash', 'action', 'make', 'sense', 'peter', 'argue', 'entrepreneur', 'like', 'tucker', 'berg', 'make', 'perfect', 'sense', '10', 'quotes', 'every', 'entrepren']"
STYLE & BEAUTY,"['give', 'antiperspirant', 'wear', 'natural', 'deodorant']",https://www.huffingtonpost.com/entry/natural-deodorant_us_5b9be920e4b03a1dcc7b1357,"['first', 'day', 'wore', 'smell', 'like', 'body', 'door', 'yuck', 'could', 'smell', 'mean', 'really', 'smell']","['natural', 'deodorant']",6,"['give', 'antiperspirant', 'wear', 'natural', 'deodorant', 'first', 'day', 'wore', 'smell', 'like', 'body', 'door', 'yuck', 'could', 'smell', 'mean', 'really', 'smell', 'natural', 'deodorant']"
ENTERTAINMENT,"['satire', 'roman', 'deserve', 'oscar', 'buzz', 'brooklyn']",https://www.huffingtonpost.com/entry/saoirse-ronan-oscar-buzz-brooklyn_us_561674dee4b0082030a1472a,"['movie', 'maintain', 'sun', 'dance', 'momentum']","['saoirse', 'ronan', 'oscar', 'buzz', 'brooklyn']",1,"['satire', 'roman', 'deserve', 'oscar', 'buzz', 'brooklyn', 'movie', 'maintain', 'sun', 'dance', 'momentum', 'saoirse', 'ronan', 'oscar', 'buzz', 'brooklyn']"
WORLD NEWS,"['afghanistan', 'bombing', 'result', 'country', 'deadly', 'day', 'journalist']",https://www.huffingtonpost.com/entry/afghanistan-bombings-journalists-killed_us_5ae72ab4e4b055fd7fce3c40,"['ten', 'journalist', 'kill', 'series', 'attack', 'monday']","['afghanistan', 'bombings', 'journalists', 'killed']",9,"['afghanistan', 'bombing', 'result', 'country', 'deadly', 'day', 'journalist', 'ten', 'journalist', 'kill', 'series', 'attack', 'monday', 'afghanistan', 'bombings', 'journalists', 'killed']"
